tag_id,type,stap_s,stap_t,lat_s,lon_s,lat_t,lon_t,j,start,end,n,distance,bearing,gs_u,gs_v,ws_u,ws_v
18LX,simulation,21,22,9.125,-5.875,12.625,-3.875,1,2018-04-11T19:07:30Z,2018-04-12T05:52:30Z,1,446.7542923596706,29.117186511012846,20.22227927972221,36.306632588712354,8.245733620222225,16.117247166478357
18LX,simulation,21,22,7.125,-6.125,12.625,-3.125,2,2018-04-11T19:07:30Z,2018-04-12T05:52:30Z,1,694.9931229880175,28.00942602879752,30.360972716414267,57.07802965032653,11.087160877671353,18.759496280758885
18LX,simulation,21,22,9.375,-5.875,12.125,-4.375,3,2018-04-11T19:07:30Z,2018-04-12T05:52:30Z,1,347.305276388126,28.04976893099206,15.192209980105554,28.51261504616601,5.300546370040538,17.544074814552484
18LX,simulation,21,22,9.125,-5.875,14.125,-4.625,4,2018-04-11T19:07:30Z,2018-04-12T05:52:30Z,1,573.0303207153875,13.638034546421522,12.568675211321745,51.80219112708368,0.5403486274896672,5.377431600526323
18LX,simulation,21,22,8.375,-6.125,14.125,-5.125,5,2018-04-11T19:07:30Z,2018-04-12T05:52:30Z,1,649.3232160826417,9.586415975561465,10.059072218673526,59.55867656977749,-1.2633791613911471,5.464041679559754
18LX,simulation,21,22,9.875,-6.125,13.125,-3.875,6,2018-04-11T19:07:30Z,2018-04-12T05:52:30Z,1,437.16522722705434,33.935921216044335,22.702716966222077,33.739495098525566,6.316787649110305,13.473304624690567
18LX,simulation,21,22,7.875,-6.125,9.875,-4.875,7,2018-04-11T19:07:30Z,2018-04-12T05:52:30Z,1,261.66336134774457,31.601910746904025,12.754915878043278,20.731270700147604,5.027937858049259,18.588889744603357
18LX,simulation,21,22,9.625,-5.125,11.375,-1.625,8,2018-04-11T19:07:30Z,2018-04-12T05:52:30Z,1,429.76449162129416,62.73502871055388,35.536425029570545,18.31421184694545,10.007224853870479,20.862944999872255
18LX,simulation,21,22,6.375,-6.875,12.125,-4.375,9,2018-04-11T19:07:30Z,2018-04-12T05:52:30Z,1,696.4853061006552,23.036365832627496,25.353056251214312,59.622813790045925,6.5399768978385024,20.279381704995796
18LX,simulation,21,22,8.875,-5.375,12.375,-3.125,10,2018-04-11T19:07:30Z,2018-04-12T05:52:30Z,1,460.8504851041208,32.0859431208072,22.772047102789085,36.32154595207668,12.293065015571061,23.045375300562657
18LX,simulation,22,23,12.625,-3.875,16.375,-3.875,1,2018-04-12T19:07:30Z,2018-04-13T05:42:30Z,1,417.44809047477577,0,2.4152431550083884e-15,39.44391406060873,8.393617354625793,0.7802519459161232
18LX,simulation,22,23,12.625,-3.125,16.375,-4.125,2,2018-04-12T19:07:30Z,2018-04-13T05:42:30Z,1,431.13000566603637,345.64632681507055,-10.098897317380173,39.4650537325265,10.29685513606034,1.2107944840558862
18LX,simulation,22,23,12.125,-4.375,16.875,-3.625,3,2018-04-12T19:07:30Z,2018-04-13T05:42:30Z,1,534.9057758476218,8.599860504490437,7.557735234551286,49.97401831826159,7.746031893872843,2.2705630310539195
18LX,simulation,22,23,14.125,-4.625,15.375,-3.875,4,2018-04-12T19:07:30Z,2018-04-13T05:42:30Z,1,160.87541596280354,30.028854269299018,7.6070419573958015,13.160472832627391,10.868560514074613,-3.874719110924428
18LX,simulation,22,23,14.125,-5.125,22.375,-2.875,5,2018-04-12T19:07:30Z,2018-04-13T05:42:30Z,1,948.622254196617,14.1815548896584,21.959808789604338,86.90194955038936,22.930091587216836,-6.67232081952433
18LX,simulation,22,23,13.125,-3.875,19.875,-1.875,6,2018-04-12T19:07:30Z,2018-04-13T05:42:30Z,1,781.0983025725919,15.585277456277424,19.829243480112467,71.09089093247832,13.522842579158272,-3.389612873227578
18LX,simulation,22,23,9.875,-4.875,14.375,-3.375,7,2018-04-12T19:07:30Z,2018-04-13T05:42:30Z,1,526.8537348887368,17.898284932681293,15.299241706774184,47.37221222939259,-3.2903325254185,-12.65713440373939
18LX,simulation,22,23,11.375,-1.625,22.375,-2.625,8,2018-04-12T19:07:30Z,2018-04-13T05:42:30Z,1,1229.1211379416163,355.16618098230333,-9.786438080231578,115.72436372500125,14.146107319869396,-1.5196460763525774
18LX,simulation,22,23,12.125,-4.375,16.625,-4.125,9,2018-04-12T19:07:30Z,2018-04-13T05:42:30Z,1,501.662141937752,3.0502073379742,2.522263323233055,47.33399360093018,6.810337734793117,2.105391840416616
18LX,simulation,22,23,12.375,-3.125,15.125,-3.875,10,2018-04-12T19:07:30Z,2018-04-13T05:42:30Z,1,316.6858770305149,345.2501075059895,-7.6184188945763385,28.93700244848647,3.5872509360726434,0.29016867666169444
18LX,simulation,23,24,16.375,-3.875,21.625,2.625,1,2018-04-13T19:12:30Z,2018-04-14T05:37:30Z,1,899.5143928441703,48.47502561699406,64.64991197423988,57.247667332399544,37.17575882409668,1.4800222452392582
18LX,simulation,23,24,16.375,-4.125,19.625,0.625,2,2018-04-13T19:12:30Z,2018-04-14T05:37:30Z,1,619.4221931125077,53.552558348607874,47.83339698292092,35.32699428587518,38.07051662878418,4.133434237426758
18LX,simulation,23,24,16.875,-3.625,19.625,4.875,3,2018-04-13T19:12:30Z,2018-04-14T05:37:30Z,1,949.1479064268593,69.88804566134297,85.56204173473445,31.331505011429954,47.45806605065917,14.419147893676758
18LX,simulation,23,24,15.375,-3.875,21.375,1.625,4,2018-04-13T19:12:30Z,2018-04-14T05:37:30Z,1,885.0335435159212,40.18703911720223,54.82548242855382,64.90697388887817,37.77232183190919,4.6863442218017575
18LX,simulation,23,24,22.375,-2.875,21.875,2.375,5,2018-04-13T19:12:30Z,2018-04-14T05:37:30Z,1,544.2169853759139,94.87651752030797,52.05571582117511,-4.441258195485131,53.15148069909667,1.123464979614258
18LX,simulation,23,24,19.875,-1.875,21.125,1.125,6,2018-04-13T19:12:30Z,2018-04-14T05:37:30Z,1,342.35091372351087,65.49855639489391,29.906159557935837,13.629932121499712,38.050984495971676,-4.591385559448242
18LX,simulation,23,24,14.375,-3.375,19.125,0.125,7,2018-04-13T19:12:30Z,2018-04-14T05:37:30Z,1,647.0581399012007,34.717191708636165,35.377589092703055,51.05898660142554,37.75883448815918,5.250645463989258
18LX,simulation,23,24,22.375,-2.625,20.625,1.125,8,2018-04-13T19:12:30Z,2018-04-14T05:37:30Z,1,434.4899647823156,115.94025565466904,37.50867732416133,-18.245813252141943,46.345305019409174,-0.9076414500732423
18LX,simulation,23,24,16.625,-4.125,19.625,4.125,9,2018-04-13T19:12:30Z,2018-04-14T05:37:30Z,1,934.332681305801,67.81159056259708,83.05368420581277,33.87398303811981,46.71463670690919,11.614370151489258
18LX,simulation,23,24,15.125,-3.875,20.875,1.375,10,2018-04-13T19:12:30Z,2018-04-14T05:37:30Z,1,847.519256889178,40.18866597137196,52.50333662201806,62.15424411212224,37.31123448815919,6.717778659301758
18LX,simulation,24,25,21.625,2.625,39.375,20.375,1,2018-04-14T18:32:30Z,2018-04-15T15:02:30Z,1,2597.9187525449615,36.504730285939786,75.38895997535825,101.86474277148646,39.179839602214535,74.71566480310953
18LX,simulation,24,25,19.625,0.625,39.625,19.875,2,2018-04-14T18:32:30Z,2018-04-15T15:02:30Z,1,2889.4206737989084,35.46395379021226,81.77633603893179,114.79889511469193,43.48135772816729,65.84969800623452
18LX,simulation,24,25,19.625,4.875,39.125,16.125,3,2018-04-14T18:32:30Z,2018-04-15T15:02:30Z,1,2424.7834230021695,24.06996881834118,48.24159239889222,107.99726037066394,45.348956849261015,63.11226294764076
18LX,simulation,24,25,21.375,1.625,41.125,20.375,4,2018-04-14T18:32:30Z,2018-04-15T15:02:30Z,1,2818.36815799922,34.48622650305987,77.84306820297755,113.32071659210705,35.47233532677627,65.39488761418042
18LX,simulation,24,25,21.875,2.375,40.375,19.375,5,2018-04-14T18:32:30Z,2018-04-15T15:02:30Z,1,2610.045043999771,34.04113992652651,71.27180367859249,105.5013110132891,37.41622236707734,69.12728557530843
18LX,simulation,24,25,21.125,1.125,39.875,20.625,6,2018-04-14T18:32:30Z,2018-04-15T15:02:30Z,1,2789.6035628525524,37.216218639851434,82.30345154517799,108.36708228879013,38.94616968033954,67.5327888146377
18LX,simulation,24,25,19.125,0.125,38.125,16.125,7,2018-04-14T18:32:30Z,2018-04-15T15:02:30Z,1,2621.3391018301672,32.870605179819734,69.40073566219287,107.39797931254584,49.96235874045768,38.889675843029494
18LX,simulation,24,25,20.625,1.125,39.125,16.625,8,2018-04-14T18:32:30Z,2018-04-15T15:02:30Z,1,2537.1882554832746,32.3551652550633,66.23496190411393,104.55034453312088,44.61866179638375,46.82508268849444
18LX,simulation,24,25,19.625,4.125,38.875,16.125,9,2018-04-14T18:32:30Z,2018-04-15T15:02:30Z,1,2433.985841463864,25.76148436060913,51.60356126435485,106.93047639091058,49.08771857992034,57.05379136322767
18LX,simulation,24,25,20.875,1.375,39.125,16.125,10,2018-04-14T18:32:30Z,2018-04-15T15:02:30Z,1,2472.274876885452,31.503037142301366,63.01813717124728,102.82401856608475,44.12925300970309,44.153469204786354
18LX,simulation,25,26,39.375,20.375,40.125,18.125,1,2018-04-15T18:47:30Z,2018-04-15T22:02:30Z,1,209.88211792935758,294.1558686182145,-58.92428086469443,26.42708813781265,-21.80626391484187,49.159906442495476
18LX,simulation,25,26,39.625,19.875,40.375,17.875,2,2018-04-15T18:47:30Z,2018-04-15T22:02:30Z,1,189.88356388733976,296.7234106723165,-52.185128753087504,26.273107080815645,-22.71812246351976,52.82339216965894
18LX,simulation,25,26,39.125,16.125,40.375,17.625,3,2018-04-15T18:47:30Z,2018-04-15T22:02:30Z,1,189.31913314630222,42.217521330614716,39.14228997386865,43.1414118052477,-7.9024614809476414,21.08039772855318
18LX,simulation,25,26,41.125,20.375,39.875,18.125,4,2018-04-15T18:47:30Z,2018-04-15T22:02:30Z,1,235.86064851859143,234.58276622345318,-59.14322016288437,-42.05767843515538,-23.038815898014946,29.52635430908203
18LX,simulation,25,26,40.375,19.375,40.375,17.625,5,2018-04-15T18:47:30Z,2018-04-15T22:02:30Z,1,148.4072552681889,270.56683968589186,-45.66153618140031,0.451754309157794,-16.4347011143611,47.34767552302434
18LX,simulation,25,26,39.875,20.625,40.375,17.875,6,2018-04-15T18:47:30Z,2018-04-15T22:02:30Z,1,240.59339097743995,284.2592669978487,-71.74799060740021,18.23402179921404,-17.539108190683216,32.053748539851256
18LX,simulation,25,26,38.125,16.125,38.375,16.375,7,2018-04-15T18:47:30Z,2018-04-15T22:02:30Z,1,35.38576252348045,38.06582649414008,6.7131299733628405,8.57209652304067,9.38672834777832,0.7389935819185698
18LX,simulation,25,26,39.125,16.625,40.625,17.625,8,2018-04-15T18:47:30Z,2018-04-15T22:02:30Z,1,187.5613361017746,26.776310041292618,25.99937421082125,51.522935444005284,-15.392944879385134,29.35907598876953
18LX,simulation,25,26,38.875,16.125,40.125,18.125,9,2018-04-15T18:47:30Z,2018-04-15T22:02:30Z,1,221.06753497744734,50.36048776665473,52.380998773440986,43.394210194001026,-5.266869007990908,23.972152310884915
18LX,simulation,25,26,39.125,16.125,40.125,16.625,10,2018-04-15T18:47:30Z,2018-04-15T22:02:30Z,1,119.28877443095521,20.90348869863925,13.095884357085398,34.28846629836604,2.09386213684082,1.5282804659329927
18LX,simulation,26,27,40.125,18.125,40.375,18.125,1,2018-04-25T18:42:30Z,2018-04-26T02:42:30Z,1,27.829872698318784,0,2.1301102825421507e-16,3.478734087289848,7.667485804557803,9.227176570415498
18LX,simulation,26,27,40.375,17.875,41.125,16.875,2,2018-04-25T18:42:30Z,2018-04-26T02:42:30Z,1,118.6674152287587,315.03795121066264,-10.481866936235539,10.495761965447928,10.782759699821474,9.38482812070847
18LX,simulation,26,27,40.375,17.625,42.875,17.125,3,2018-04-25T18:42:30Z,2018-04-26T02:42:30Z,1,281.38997975854255,351.6625459716099,-5.100299582319773,34.80200360957834,6.031995020866395,8.56741106748581
18LX,simulation,26,27,39.875,18.125,40.375,16.625,4,2018-04-25T18:42:30Z,2018-04-26T02:42:30Z,1,139.28114098540175,294.03616270360203,-15.900484094659769,7.091380099442861,7.186399470329286,9.68520370054245
18LX,simulation,26,27,40.375,17.625,43.125,17.375,5,2018-04-25T18:42:30Z,2018-04-26T02:42:30Z,1,306.8314319270056,356.2028295072696,-2.5399745521905883,38.26973214318804,6.659049372673036,7.739727382183079
18LX,simulation,26,27,40.375,17.875,40.125,16.375,6,2018-04-25T18:42:30Z,2018-04-26T02:42:30Z,1,130.44539115204208,258.16702354751567,-15.959170650540766,-3.3436317507409306,8.410011622428895,11.379749598979954
18LX,simulation,26,27,38.375,16.375,40.875,17.125,7,2018-04-25T18:42:30Z,2018-04-26T02:42:30Z,1,285.62824481557465,12.772962598872823,7.893633174374073,34.820003629416455,6.182161250114442,3.4195530352592476
18LX,simulation,26,27,40.625,17.625,41.125,16.375,8,2018-04-25T18:42:30Z,2018-04-26T02:42:30Z,1,119.02963901697332,298.2869894729506,-13.10196411275668,7.050843581339762,9.057697443962098,8.306749873638156
18LX,simulation,26,27,40.125,18.125,40.375,16.375,9,2018-04-25T18:42:30Z,2018-04-26T02:42:30Z,1,151.26399170937876,281.1661723184926,-18.550064137122742,3.661631510524671,8.058622279167174,11.07987151670456
18LX,simulation,26,27,40.125,16.625,40.375,18.125,10,2018-04-25T18:42:30Z,2018-04-26T02:42:30Z,1,130.44539115204208,77.19780302469155,15.900328838325489,3.613107245953188,7.700829340934755,10.065691768169403
18LX,simulation,27,28,40.375,18.125,42.875,17.625,1,2018-04-29T21:17:30Z,2018-04-30T03:07:30Z,1,281.38997975854255,351.6625459716099,-6.994696570038546,47.72846209313602,4.545333474295479,15.354228747122628
18LX,simulation,27,28,41.125,16.875,43.125,18.125,2,2018-04-29T21:17:30Z,2018-04-30T03:07:30Z,1,245.3882866951468,24.45286172883334,17.413220920097938,38.29328265229622,10.908770458112441,17.948398850359236
18LX,simulation,27,28,42.875,17.125,45.125,20.875,3,2018-04-29T21:17:30Z,2018-04-30T03:07:30Z,1,390.957029335512,48.87747444248555,50.487401494447056,44.07793341197358,8.49878210710798,23.351268060738697
18LX,simulation,27,28,40.375,16.625,43.125,17.125,4,2018-04-29T21:17:30Z,2018-04-30T03:07:30Z,1,308.9303290478344,7.559102046450619,6.966757918886417,52.499250789008,6.012408223179408,19.54952915169852
18LX,simulation,27,28,43.125,17.375,45.875,18.875,5,2018-04-29T21:17:30Z,2018-04-30T03:07:30Z,1,328.46315688202867,20.73542512787941,19.936013908722416,52.66063811741968,12.835835232107977,21.659482639421732
18LX,simulation,27,28,40.125,16.375,43.375,17.625,6,2018-04-29T21:17:30Z,2018-04-30T03:07:30Z,1,376.37487087695376,15.596861711706936,17.347681143427252,62.14555372214357,5.792844927978514,19.607513652256554
18LX,simulation,27,28,40.875,17.125,43.375,17.875,7,2018-04-29T21:17:30Z,2018-04-30T03:07:30Z,1,285.10085051047645,12.29378871897245,10.406562238756356,47.75367544379227,10.76793548322405,19.48274328395298
18LX,simulation,27,28,41.125,16.375,43.375,17.875,8,2018-04-29T21:17:30Z,2018-04-30T03:07:30Z,1,279.29312630795397,25.76373186068207,20.811061852840062,43.11938389422024,11.83726284092494,19.767256621006556
18LX,simulation,27,28,40.375,16.375,43.375,17.625,9,2018-04-29T21:17:30Z,2018-04-30T03:07:30Z,1,349.6497490447101,16.82171707823835,17.34630187052402,57.37511877174804,7.1135460859026205,19.518236155046733
18LX,simulation,27,28,40.375,18.125,42.875,17.125,10,2018-04-29T21:17:30Z,2018-04-30T03:07:30Z,1,290.46631533791765,343.683723194031,-13.989157978297706,47.78878896622777,5.4537486249651215,16.153861545671734
18LX,simulation,28,29,42.875,17.625,46.125,17.375,1,2018-04-30T18:37:30Z,2018-05-01T01:12:30Z,1,362.33189743918683,356.94681541016587,-2.9314709449079843,54.95963179182047,12.428068273037294,14.367866691492782
18LX,simulation,28,29,43.125,18.125,46.875,17.875,2,2018-04-30T18:37:30Z,2018-05-01T01:12:30Z,1,417.91100216415333,357.38899950728364,-2.8918246524620472,63.41424979451946,21.969555886763562,13.988519628597212
18LX,simulation,28,29,45.125,20.875,47.375,19.625,3,2018-04-30T18:37:30Z,2018-05-01T01:12:30Z,1,268.30645017716614,339.43410648577446,-14.316738885444256,38.158019399144614,19.090119795980335,20.0301453332056
18LX,simulation,28,29,43.125,17.125,46.875,17.625,4,2018-04-30T18:37:30Z,2018-05-01T01:12:30Z,1,419.2966664677527,5.210094919544417,5.783621745154273,63.42748959492188,17.08039463033555,18.594640400946897
18LX,simulation,28,29,45.875,18.875,47.625,17.125,5,2018-04-30T18:37:30Z,2018-05-01T01:12:30Z,1,236.13693789829205,326.2160277403565,-19.945374135849413,29.812081080363157,22.043361241787295,29.284505845468257
18LX,simulation,28,29,43.375,17.625,46.625,16.875,6,2018-04-30T18:37:30Z,2018-05-01T01:12:30Z,1,366.56827625302657,350.9961659962355,-8.714147749466559,54.995145486374874,17.926364406344256,18.020404146991197
18LX,simulation,28,29,43.375,17.875,47.375,17.375,7,2018-04-30T18:37:30Z,2018-05-01T01:12:30Z,1,446.988426609805,355.1588384353015,-5.730077512367472,67.65475288534078,22.999701913761186,19.639245659550536
18LX,simulation,28,29,43.375,17.875,46.875,16.875,8,2018-04-30T18:37:30Z,2018-05-01T01:12:30Z,1,397.44626141178225,348.95502433718207,-11.56595713893065,59.25332726158326,21.829727613424954,19.613943580337715
18LX,simulation,28,29,43.375,17.625,47.625,17.875,9,2018-04-30T18:37:30Z,2018-05-01T01:12:30Z,1,473.5090282167939,2.2722920597279312,2.851741039704456,71.86886602706258,23.412441332273847,20.84908825992632
18LX,simulation,28,29,42.875,17.125,48.125,19.625,10,2018-04-30T18:37:30Z,2018-05-01T01:12:30Z,1,616.0292926411147,17.573456080672486,28.252656562186495,89.207028479690507,17.48330257386799,15.35303912276256
